Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_A14006_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010,PCT_SE_A09001_002,PCT_SE_A09001_003,PCT_SE_A09001_004,PCT_SE_A09001_005,PCT_SE_A09001_006,PCT_SE_A09001_007,PCT_SE_A09001_008,PCT_SE_A09001_009,PCT_SE_A09001_010
"06037103101","14000US06037103101","Census Tract 1031.01","Census Tract 1031.01, Los Angeles County, California","ca","140","00","ACSSF","0003880",,,,,"06","037",,,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597,2597,2201,13,12,171,0,85,115,84.75,0.5,0.46,6.58,0,3.27,4.43,2597,1960,1762,13,12,124,0,0,49,637,439,0,0,47,0,85,66,75.47,67.85,0.5,0.46,4.77,0,0,1.89,24.53,16.9,0,0,1.81,0,3.27,2.54,1936,291,396,625,405,165,27,27,15.03,20.45,32.28,20.92,8.52,1.39,1.39,89211,916,781,135,85.26,14.74,1201,1163,6,119,205,365,344,92,32,38,96.84,0.5,9.91,17.07,30.39,28.64,7.66,2.66,3.16
"06037103102","14000US06037103102","Census Tract 1031.02","Census Tract 1031.02, Los Angeles County, California","ca","140","00","ACSSF","0003881",,,,,"06","037",,,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456,4456,3240,0,7,753,0,345,111,72.71,0,0.16,16.9,0,7.74,2.49,4456,3436,2569,0,7,744,0,48,68,1020,671,0,0,9,0,297,43,77.11,57.65,0,0.16,16.7,0,1.08,1.53,22.89,15.06,0,0,0.2,0,6.67,0.96,3453,519,1065,866,718,268,10,7,15.03,30.84,25.08,20.79,7.76,0.29,0.2,74631,1568,1233,335,78.64,21.36,2335,2308,155,367,492,461,344,322,167,27,98.84,6.64,15.72,21.07,19.74,14.73,13.79,7.15,1.16
"06037103200","14000US06037103200","Census Tract 1032","Census Tract 1032, Los Angeles County, California","ca","140","00","ACSSF","0003882",,,,,"06","037",,,,"103200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6726,6726,5902,87,0,425,0,140,172,87.75,1.29,0,6.32,0,2.08,2.56,6726,4358,3659,87,0,425,0,52,135,2368,2243,0,0,0,0,88,37,64.79,54.4,1.29,0,6.32,0,0.77,2.01,35.21,33.35,0,0,0,0,1.31,0.55,5127,694,1387,1782,999,135,24,106,13.54,27.05,34.76,19.49,2.63,0.47,2.07,71346,2274,1442,832,63.41,36.59,2876,2730,137,317,524,840,518,350,44,146,94.92,4.76,11.02,18.22,29.21,18.01,12.17,1.53,5.08
"06037103300","14000US06037103300","Census Tract 1033","Census Tract 1033, Los Angeles County, California","ca","140","00","ACSSF","0003883",,,,,"06","037",,,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549,3549,3018,42,9,309,0,52,119,85.04,1.18,0.25,8.71,0,1.47,3.35,3549,3049,2608,15,9,309,0,11,97,500,410,27,0,0,0,41,22,85.91,73.49,0.42,0.25,8.71,0,0.31,2.73,14.09,11.55,0.76,0,0,0,1.16,0.62,2683,105,456,912,784,138,260,28,3.91,17,33.99,29.22,5.14,9.69,1.04,93207,1225,1037,188,84.65,15.35,1720,1547,53,171,398,346,314,219,46,173,89.94,3.08,9.94,23.14,20.12,18.26,12.73,2.67,10.06
"06037103400","14000US06037103400","Census Tract 1034","Census Tract 1034, Los Angeles County, California","ca","140","00","ACSSF","0003884",,,,,"06","037",,,,"103400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6662,6662,5017,150,104,864,168,202,157,75.31,2.25,1.56,12.97,2.52,3.03,2.36,6662,5105,3745,150,38,850,168,36,118,1557,1272,0,66,14,0,166,39,76.63,56.21,2.25,0.57,12.76,2.52,0.54,1.77,23.37,19.09,0,0.99,0.21,0,2.49,0.59,5012,453,1158,1955,878,380,160,28,9.04,23.1,39.01,17.52,7.58,3.19,0.56,81618,2432,1515,917,62.29,37.71,2946,2764,144,502,534,848,573,123,40,182,93.82,4.89,17.04,18.13,28.78,19.45,4.18,1.36,6.18
"06037104103","14000US06037104103","Census Tract 1041.03","Census Tract 1041.03, Los Angeles County, California","ca","140","00","ACSSF","0003885",,,,,"06","037",,,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647,3647,2325,502,20,265,8,476,51,63.75,13.76,0.55,7.27,0.22,13.05,1.4,3647,1162,374,502,0,265,0,8,13,2485,1951,0,20,0,8,468,38,31.86,10.26,13.76,0,7.27,0,0.22,0.36,68.14,53.5,0,0.55,0,0.22,12.83,1.04,2429,657,702,666,294,103,0,7,27.05,28.9,27.42,12.1,4.24,0,0.29,86989,845,705,140,83.43,16.57,1731,1632,88,342,421,393,204,171,13,99,94.28,5.08,19.76,24.32,22.7,11.79,9.88,0.75,5.72
"06037104105","14000US06037104105","Census Tract 1041.05","Census Tract 1041.05, Los Angeles County, California","ca","140","00","ACSSF","0003886",,,,,"06","037",,,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190,6190,3300,307,32,608,0,1694,249,53.31,4.96,0.52,9.82,0,27.37,4.02,6190,1608,440,307,32,599,0,158,72,4582,2860,0,0,9,0,1536,177,25.98,7.11,4.96,0.52,9.68,0,2.55,1.16,74.02,46.2,0,0,0.15,0,24.81,2.86,3844,1480,788,827,567,111,46,25,38.5,20.5,21.51,14.75,2.89,1.2,0.65,52616,1673,940,733,56.19,43.81,2300,2203,201,430,500,390,237,378,67,97,95.78,8.74,18.7,21.74,16.96,10.3,16.43,2.91,4.22
"06037104108","14000US06037104108","Census Tract 1041.08","Census Tract 1041.08, Los Angeles County, California","ca","140","00","ACSSF","0003887",,,,,"06","037",,,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420,5420,3159,516,0,172,13,1502,58,58.28,9.52,0,3.17,0.24,27.71,1.07,5420,1079,358,516,0,172,13,0,20,4341,2801,0,0,0,0,1502,38,19.91,6.61,9.52,0,3.17,0.24,0,0.37,80.09,51.68,0,0,0,0,27.71,0.7,3412,1235,876,817,334,128,8,14,36.2,25.67,23.94,9.79,3.75,0.23,0.41,50259,1421,613,808,43.14,56.86,2421,2421,141,682,498,357,319,244,180,0,100,5.82,28.17,20.57,14.75,13.18,10.08,7.43,0
"06037104124","14000US06037104124","Census Tract 1041.24","Census Tract 1041.24, Los Angeles County, California","ca","140","00","ACSSF","0003888",,,,,"06","037",,,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4189,4189,2582,386,21,353,0,724,123,61.64,9.21,0.5,8.43,0,17.28,2.94,4189,2011,1162,379,21,353,0,9,87,2178,1420,7,0,0,0,715,36,48.01,27.74,9.05,0.5,8.43,0,0.21,2.08,51.99,33.9,0.17,0,0,0,17.07,0.86,2780,504,644,700,616,247,41,28,18.13,23.17,25.18,22.16,8.88,1.47,1.01,84250,1260,1045,215,82.94,17.06,1766,1738,64,233,314,416,326,306,79,28,98.41,3.62,13.19,17.78,23.56,18.46,17.33,4.47,1.59
"06037104201","14000US06037104201","Census Tract 1042.01","Census Tract 1042.01, Los Angeles County, California","ca","140","00","ACSSF","0003889",,,,,"06","037",,,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424,4424,2564,423,35,0,0,1393,9,57.96,9.56,0.79,0,0,31.49,0.2,4424,467,55,412,0,0,0,0,0,3957,2509,11,35,0,0,1393,9,10.56,1.24,9.31,0,0,0,0,0,89.44,56.71,0.25,0.79,0,0,31.49,0.2,2812,1303,920,478,105,6,0,0,46.34,32.72,17,3.73,0.21,0,0,51563,919,608,311,66.16,33.84,1817,1790,180,381,411,243,272,193,110,27,98.51,9.91,20.97,22.62,13.37,14.97,10.62,6.05,1.49
"06037104203","14000US06037104203","Census Tract 1042.03","Census Tract 1042.03, Los Angeles County, California","ca","140","00","ACSSF","0003890",,,,,"06","037",,,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5541,5541,3068,451,38,52,0,1877,55,55.37,8.14,0.69,0.94,0,33.87,0.99,5541,601,87,432,0,52,0,23,7,4940,2981,19,38,0,0,1854,48,10.85,1.57,7.8,0,0.94,0,0.42,0.13,89.15,53.8,0.34,0.69,0,0,33.46,0.87,3305,1545,881,669,179,19,0,12,46.75,26.66,20.24,5.42,0.57,0,0.36,46406,1145,526,619,45.94,54.06,2352,2331,179,606,425,414,316,264,127,21,99.11,7.61,25.77,18.07,17.6,13.44,11.22,5.4,0.89
"06037104204","14000US06037104204","Census Tract 1042.04","Census Tract 1042.04, Los Angeles County, California","ca","140","00","ACSSF","0003891",,,,,"06","037",,,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3562,3562,2230,165,12,207,0,799,149,62.61,4.63,0.34,5.81,0,22.43,4.18,3562,808,375,158,0,207,0,0,68,2754,1855,7,12,0,0,799,81,22.68,10.53,4.44,0,5.81,0,0,1.91,77.32,52.08,0.2,0.34,0,0,22.43,2.27,2392,1036,727,403,189,33,0,4,43.31,30.39,16.85,7.9,1.38,0,0.17,63333,730,471,259,64.52,35.48,1406,1378,87,262,221,437,144,130,97,28,98.01,6.19,18.63,15.72,31.08,10.24,9.25,6.9,1.99
"06037104310","14000US06037104310","Census Tract 1043.10","Census Tract 1043.10, Los Angeles County, California","ca","140","00","ACSSF","0003892",,,,,"06","037",,,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5313,5313,2825,114,19,15,0,2213,127,53.17,2.15,0.36,0.28,0,41.65,2.39,5313,243,63,114,19,15,0,18,14,5070,2762,0,0,0,0,2195,113,4.57,1.19,2.15,0.36,0.28,0,0.34,0.26,95.43,51.99,0,0,0,0,41.31,2.13,3184,1537,1096,442,103,0,6,0,48.27,34.42,13.88,3.23,0,0.19,0,69904,879,632,247,71.9,28.1,2442,2424,220,671,252,703,358,150,70,18,99.26,9.01,27.48,10.32,28.79,14.66,6.14,2.87,0.74
"06037104320","14000US06037104320","Census Tract 1043.20","Census Tract 1043.20, Los Angeles County, California","ca","140","00","ACSSF","0003893",,,,,"06","037",,,,"104320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5599,5599,3478,207,0,63,0,1595,256,62.12,3.7,0,1.13,0,28.49,4.57,5599,497,148,207,0,63,0,57,22,5102,3330,0,0,0,0,1538,234,8.88,2.64,3.7,0,1.13,0,1.02,0.39,91.12,59.47,0,0,0,0,27.47,4.18,3612,1574,1044,601,318,46,0,29,43.58,28.9,16.64,8.8,1.27,0,0.8,52895,1326,563,763,42.46,57.54,2360,2324,148,605,362,723,235,193,58,36,98.47,6.27,25.64,15.34,30.64,9.96,8.18,2.46,1.53
"06037104401","14000US06037104401","Census Tract 1044.01","Census Tract 1044.01, Los Angeles County, California","ca","140","00","ACSSF","0003894",,,,,"06","037",,,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,3452,1975,0,0,28,62,1365,22,57.21,0,0,0.81,1.8,39.54,0.64,3452,89,61,0,0,28,0,0,0,3363,1914,0,0,0,62,1365,22,2.58,1.77,0,0,0.81,0,0,0,97.42,55.45,0,0,0,1.8,39.54,0.64,2158,1046,651,358,81,4,18,0,48.47,30.17,16.59,3.75,0.19,0.83,0,69965,689,430,259,62.41,37.59,1517,1500,130,391,187,412,212,145,23,17,98.88,8.57,25.77,12.33,27.16,13.97,9.56,1.52,1.12
"06037104403","14000US06037104403","Census Tract 1044.03","Census Tract 1044.03, Los Angeles County, California","ca","140","00","ACSSF","0003895",,,,,"06","037",,,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3279,3279,1812,0,24,95,0,1320,28,55.26,0,0.73,2.9,0,40.26,0.85,3279,110,15,0,0,95,0,0,0,3169,1797,0,24,0,0,1320,28,3.35,0.46,0,0,2.9,0,0,0,96.65,54.8,0,0.73,0,0,40.26,0.85,2224,866,825,407,114,12,0,0,38.94,37.1,18.3,5.13,0.54,0,0,55398,665,454,211,68.27,31.73,1433,1371,82,424,290,250,217,82,26,62,95.67,5.72,29.59,20.24,17.45,15.14,5.72,1.81,4.33
"06037104404","14000US06037104404","Census Tract 1044.04","Census Tract 1044.04, Los Angeles County, California","ca","140","00","ACSSF","0003896",,,,,"06","037",,,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,3128,1701,132,11,61,0,1206,17,54.38,4.22,0.35,1.95,0,38.55,0.54,3128,252,42,132,0,61,0,0,17,2876,1659,0,11,0,0,1206,0,8.06,1.34,4.22,0,1.95,0,0,0.54,91.94,53.04,0,0.35,0,0,38.55,0,1855,953,535,255,78,31,3,0,51.37,28.84,13.75,4.2,1.67,0.16,0,55341,658,306,352,46.5,53.5,1253,1223,80,383,141,296,222,93,8,30,97.61,6.38,30.57,11.25,23.62,17.72,7.42,0.64,2.39
"06037104500","14000US06037104500","Census Tract 1045","Census Tract 1045, Los Angeles County, California","ca","140","00","ACSSF","0003897",,,,,"06","037",,,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,2950,1367,0,10,5,0,1499,69,46.34,0,0.34,0.17,0,50.81,2.34,2950,55,46,0,0,5,0,0,4,2895,1321,0,10,0,0,1499,65,1.86,1.56,0,0,0.17,0,0,0.14,98.14,44.78,0,0.34,0,0,50.81,2.2,1915,907,496,378,121,13,0,0,47.36,25.9,19.74,6.32,0.68,0,0,60139,610,457,153,74.92,25.08,1460,1429,186,454,306,230,164,80,9,31,97.88,12.74,31.1,20.96,15.75,11.23,5.48,0.62,2.12
"06037104610","14000US06037104610","Census Tract 1046.10","Census Tract 1046.10, Los Angeles County, California","ca","140","00","ACSSF","0003898",,,,,"06","037",,,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504,3504,1760,0,12,0,0,1692,40,50.23,0,0.34,0,0,48.29,1.14,3504,89,66,0,12,0,0,0,11,3415,1694,0,0,0,0,1692,29,2.54,1.88,0,0.34,0,0,0,0.31,97.46,48.34,0,0,0,0,48.29,0.83,2196,1144,643,324,74,6,0,5,52.09,29.28,14.75,3.37,0.27,0,0.23,60320,729,449,280,61.59,38.41,1558,1537,146,430,241,373,157,103,87,21,98.65,9.37,27.6,15.47,23.94,10.08,6.61,5.58,1.35
"06037104620","14000US06037104620","Census Tract 1046.20","Census Tract 1046.20, Los Angeles County, California","ca","140","00","ACSSF","0003899",,,,,"06","037",,,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3684,3684,1994,26,15,16,0,1506,127,54.13,0.71,0.41,0.43,0,40.88,3.45,3684,77,61,0,0,16,0,0,0,3607,1933,26,15,0,0,1506,127,2.09,1.66,0,0,0.43,0,0,0,97.91,52.47,0.71,0.41,0,0,40.88,3.45,2277,1072,751,266,169,19,0,0,47.08,32.98,11.68,7.42,0.83,0,0,62014,711,414,297,58.23,41.77,1673,1666,164,565,294,326,196,78,43,7,99.58,9.8,33.77,17.57,19.49,11.72,4.66,2.57,0.42
"06037104701","14000US06037104701","Census Tract 1047.01","Census Tract 1047.01, Los Angeles County, California","ca","140","00","ACSSF","0003900",,,,,"06","037",,,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4325,4325,2662,168,0,0,0,1471,24,61.55,3.88,0,0,0,34.01,0.55,4325,193,45,148,0,0,0,0,0,4132,2617,20,0,0,0,1471,24,4.46,1.04,3.42,0,0,0,0,0,95.54,60.51,0.46,0,0,0,34.01,0.55,2236,1398,481,283,72,2,0,0,62.52,21.51,12.66,3.22,0.09,0,0,32036,949,220,729,23.18,76.82,1528,1489,101,358,294,367,183,130,56,39,97.45,6.61,23.43,19.24,24.02,11.98,8.51,3.66,2.55
"06037104703","14000US06037104703","Census Tract 1047.03","Census Tract 1047.03, Los Angeles County, California","ca","140","00","ACSSF","0003901",,,,,"06","037",,,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2311,2311,1499,137,63,0,0,601,11,64.86,5.93,2.73,0,0,26.01,0.48,2311,211,79,117,15,0,0,0,0,2100,1420,20,48,0,0,601,11,9.13,3.42,5.06,0.65,0,0,0,0,90.87,61.45,0.87,2.08,0,0,26.01,0.48,1280,674,350,165,76,10,5,0,52.66,27.34,12.89,5.94,0.78,0.39,0,39181,603,218,385,36.15,63.85,937,929,87,307,200,159,103,73,0,8,99.15,9.28,32.76,21.34,16.97,10.99,7.79,0,0.85
"06037104704","14000US06037104704","Census Tract 1047.04","Census Tract 1047.04, Los Angeles County, California","ca","140","00","ACSSF","0003902",,,,,"06","037",,,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331,4331,2151,598,0,336,0,1207,39,49.67,13.81,0,7.76,0,27.87,0.9,4331,1141,189,598,0,336,0,0,18,3190,1962,0,0,0,0,1207,21,26.34,4.36,13.81,0,7.76,0,0,0.42,73.66,45.3,0,0,0,0,27.87,0.48,2542,704,829,649,278,49,33,0,27.69,32.61,25.53,10.94,1.93,1.3,0,48581,1183,739,444,62.47,37.53,1709,1694,43,394,305,454,179,264,55,15,99.12,2.52,23.05,17.85,26.57,10.47,15.45,3.22,0.88
"06037104810","14000US06037104810","Census Tract 1048.10","Census Tract 1048.10, Los Angeles County, California","ca","140","00","ACSSF","0003903",,,,,"06","037",,,,"104810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789,5789,3815,9,31,62,0,1826,46,65.9,0.16,0.54,1.07,0,31.54,0.79,5789,268,172,9,25,62,0,0,0,5521,3643,0,6,0,0,1826,46,4.63,2.97,0.16,0.43,1.07,0,0,0,95.37,62.93,0,0.1,0,0,31.54,0.79,3770,1923,1018,627,140,34,28,0,51.01,27,16.63,3.71,0.9,0.74,0,74145,1076,779,297,72.4,27.6,2797,2694,268,727,527,495,438,195,44,103,96.32,9.58,25.99,18.84,17.7,15.66,6.97,1.57,3.68
"06037104821","14000US06037104821","Census Tract 1048.21","Census Tract 1048.21, Los Angeles County, California","ca","140","00","ACSSF","0003904",,,,,"06","037",,,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361,3361,1903,63,27,151,0,1212,5,56.62,1.87,0.8,4.49,0,36.06,0.15,3361,359,128,63,0,151,0,12,5,3002,1775,0,27,0,0,1200,0,10.68,3.81,1.87,0,4.49,0,0.36,0.15,89.32,52.81,0,0.8,0,0,35.7,0,2009,746,661,387,176,33,6,0,37.13,32.9,19.26,8.76,1.64,0.3,0,68750,750,431,319,57.47,42.53,1617,1587,200,370,319,330,250,91,27,30,98.14,12.37,22.88,19.73,20.41,15.46,5.63,1.67,1.86
"06037104822","14000US06037104822","Census Tract 1048.22","Census Tract 1048.22, Los Angeles County, California","ca","140","00","ACSSF","0003905",,,,,"06","037",,,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748,2748,1739,34,49,124,0,779,23,63.28,1.24,1.78,4.51,0,28.35,0.84,2748,243,79,34,0,124,0,0,6,2505,1660,0,49,0,0,779,17,8.84,2.87,1.24,0,4.51,0,0,0.22,91.16,60.41,0,1.78,0,0,28.35,0.62,1676,907,383,287,80,19,0,0,54.12,22.85,17.12,4.77,1.13,0,0,55500,610,222,388,36.39,63.61,1239,1228,154,356,228,220,84,158,28,11,99.11,12.43,28.73,18.4,17.76,6.78,12.75,2.26,0.89
"06037106010","14000US06037106010","Census Tract 1060.10","Census Tract 1060.10, Los Angeles County, California","ca","140","00","ACSSF","0003906",,,,,"06","037",,,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108,3108,2369,83,20,118,0,427,91,76.22,2.67,0.64,3.8,0,13.74,2.93,3108,779,517,83,0,118,0,4,57,2329,1852,0,20,0,0,423,34,25.06,16.63,2.67,0,3.8,0,0.13,1.83,74.94,59.59,0,0.64,0,0,13.61,1.09,2076,409,550,666,272,135,26,18,19.7,26.49,32.08,13.1,6.5,1.25,0.87,71806,945,690,255,73.02,26.98,1443,1335,105,309,245,366,170,114,26,108,92.52,7.28,21.41,16.98,25.36,11.78,7.9,1.8,7.48
"06037106020","14000US06037106020","Census Tract 1060.20","Census Tract 1060.20, Los Angeles County, California","ca","140","00","ACSSF","0003907",,,,,"06","037",,,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807,5807,4809,66,9,44,0,675,204,82.81,1.14,0.15,0.76,0,11.62,3.51,5807,1141,1000,47,0,44,0,9,41,4666,3809,19,9,0,0,666,163,19.65,17.22,0.81,0,0.76,0,0.15,0.71,80.35,65.59,0.33,0.15,0,0,11.47,2.81,4116,1133,1095,1128,524,161,40,35,27.53,26.6,27.41,12.73,3.91,0.97,0.85,75038,1475,1215,260,82.37,17.63,2815,2753,123,726,417,498,495,321,173,62,97.8,4.37,25.79,14.81,17.69,17.58,11.4,6.15,2.2
"06037106111","14000US06037106111","Census Tract 1061.11","Census Tract 1061.11, Los Angeles County, California","ca","140","00","ACSSF","0003908",,,,,"06","037",,,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4482,4482,2758,229,113,404,0,823,155,61.54,5.11,2.52,9.01,0,18.36,3.46,4482,1813,1120,229,31,404,0,0,29,2669,1638,0,82,0,0,823,126,40.45,24.99,5.11,0.69,9.01,0,0,0.65,59.55,36.55,0,1.83,0,0,18.36,2.81,3219,531,820,934,591,188,98,57,16.5,25.47,29.02,18.36,5.84,3.04,1.77,93198,1326,1168,158,88.08,11.92,2341,2224,87,228,591,521,473,223,101,117,95,3.72,9.74,25.25,22.26,20.21,9.53,4.31,5
"06037106112","14000US06037106112","Census Tract 1061.12","Census Tract 1061.12, Los Angeles County, California","ca","140","00","ACSSF","0003909",,,,,"06","037",,,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5885,5885,4157,91,266,437,16,665,253,70.64,1.55,4.52,7.43,0.27,11.3,4.3,5885,1692,1034,91,0,437,16,47,67,4193,3123,0,266,0,0,618,186,28.75,17.57,1.55,0,7.43,0.27,0.8,1.14,71.25,53.07,0,4.52,0,0,10.5,3.16,3685,759,853,1179,650,137,87,20,20.6,23.15,31.99,17.64,3.72,2.36,0.54,90875,1472,1269,203,86.21,13.79,2735,2672,181,473,553,557,553,276,79,63,97.7,6.62,17.29,20.22,20.37,20.22,10.09,2.89,2.3
"06037106113","14000US06037106113","Census Tract 1061.13","Census Tract 1061.13, Los Angeles County, California","ca","140","00","ACSSF","0003910",,,,,"06","037",,,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3962,3962,2872,193,0,362,0,525,10,72.49,4.87,0,9.14,0,13.25,0.25,3962,1026,556,143,0,327,0,0,0,2936,2316,50,0,35,0,525,10,25.9,14.03,3.61,0,8.25,0,0,0,74.1,58.46,1.26,0,0.88,0,13.25,0.25,2613,758,712,578,403,123,21,18,29.01,27.25,22.12,15.42,4.71,0.8,0.69,85156,972,792,180,81.48,18.52,1763,1684,153,249,259,548,235,163,77,79,95.52,8.68,14.12,14.69,31.08,13.33,9.25,4.37,4.48
"06037106114","14000US06037106114","Census Tract 1061.14","Census Tract 1061.14, Los Angeles County, California","ca","140","00","ACSSF","0003911",,,,,"06","037",,,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6410,6410,4729,290,71,259,0,1012,49,73.78,4.52,1.11,4.04,0,15.79,0.76,6410,923,381,283,0,259,0,0,0,5487,4348,7,71,0,0,1012,49,14.4,5.94,4.41,0,4.04,0,0,0,85.6,67.83,0.11,1.11,0,0,15.79,0.76,3562,1206,944,870,418,71,53,0,33.86,26.5,24.42,11.73,1.99,1.49,0,54363,1592,704,888,44.22,55.78,2542,2479,234,425,605,493,486,161,75,63,97.52,9.21,16.72,23.8,19.39,19.12,6.33,2.95,2.48
"06037106403","14000US06037106403","Census Tract 1064.03","Census Tract 1064.03, Los Angeles County, California","ca","140","00","ACSSF","0003912",,,,,"06","037",,,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431,3431,2797,17,35,13,0,505,64,81.52,0.5,1.02,0.38,0,14.72,1.87,3431,359,329,17,0,13,0,0,0,3072,2468,0,35,0,0,505,64,10.46,9.59,0.5,0,0.38,0,0,0,89.54,71.93,0,1.02,0,0,14.72,1.87,2189,994,627,387,146,29,6,0,45.41,28.64,17.68,6.67,1.32,0.27,0,62015,809,689,120,85.17,14.83,1566,1498,132,294,270,486,174,123,19,68,95.66,8.43,18.77,17.24,31.03,11.11,7.85,1.21,4.34
